sensor_id,reference_speed_mph,reference_speed_kmh,training_start,training_end,method,provenance
716960,68.55555555555556,110.32947200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717804,65.5,105.41203200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767572,64.88888888888889,104.428544,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767573,69.77777777777777,112.296448,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773012,53.888888888888886,86.72576,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773013,65.44444444444444,105.322624,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
764424,68.75,110.64240000000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769388,69.25,111.447072,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
716328,68.125,109.63656,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717819,69.11111111111111,111.22355200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769941,67.375,108.429552,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
760987,69.375,111.64824,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
718204,69.125,111.24590400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
718045,66.16666666666667,106.48492800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769418,64.0,102.998016,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
768066,68.55555555555556,110.32947200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
772140,65.75,105.814368,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773927,69.11111111111111,111.22355200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
760024,66.0,106.21670400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
774012,69.5,111.84940800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
774011,69.375,111.64824,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767609,65.0,104.60736,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769359,65.88888888888889,106.037888,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
760650,61.125,98.37115200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
716956,67.5,108.63072000000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769831,65.75,105.814368,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
761604,64.625,104.00385600000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717495,69.375,111.64824,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
716554,62.888888888888886,101.209856,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773953,66.11111111111111,106.39552000000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767470,64.15952380952383,103.25474468571433,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
716955,54.75,88.11158400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
764949,62.666666666666664,100.852224,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773954,66.75,107.42371200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767366,65.55555555555556,105.50144000000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769444,65.5,105.41203200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773939,69.0,111.044736,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
774067,69.22222222222223,111.40236800000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769443,68.11111111111111,109.61420800000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767750,68.0,109.43539200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767751,68.0,109.43539200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767610,68.25,109.83772800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773880,69.75,112.251744,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
764766,69.33333333333333,111.581184,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717497,68.5,110.240064,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717490,66.125,106.417872,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717491,66.375,106.82020800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717492,67.75,109.033056,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717493,65.75,105.814368,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
765176,69.375,111.64824,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717498,56.0,90.123264,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717499,62.111111111111114,99.95814400000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
765171,68.33333333333333,109.97184,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
718064,69.66666666666667,112.11763200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
718066,69.14285714285714,111.2746422857143,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
765164,69.42857142857143,111.73445485714286,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769431,64.875,104.406192,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769430,68.22222222222223,109.79302400000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717610,67.33333333333333,108.362496,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767053,61.888888888888886,99.600512,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767621,69.0,111.044736,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
772596,67.77777777777777,109.07776,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
772597,69.0,111.044736,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767350,67.875,109.23422400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767351,68.875,110.843568,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
716571,69.5,111.84940800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773023,56.142857142857146,90.3531702857143,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767585,69.375,111.64824,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773024,67.625,108.831888,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717483,66.375,106.82020800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
718379,67.22222222222223,108.18368000000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717481,70.0,112.65408000000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717480,69.33333333333333,111.581184,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717486,63.125,101.58984000000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
764120,69.25,111.447072,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
772151,66.375,106.82020800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
718371,67.5,108.63072000000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717489,64.0,102.998016,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717488,67.875,109.23422400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717818,67.77777777777777,109.07776,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
718076,70.0,112.65408000000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
718072,69.11111111111111,111.22355200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767455,69.75,112.251744,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767454,69.875,112.45291200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
761599,64.375,103.60152000000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717099,69.0,111.044736,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773916,69.33333333333333,111.581184,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
716968,68.0,109.43539200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769467,66.375,106.82020800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717576,69.25,111.447072,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717573,68.25,109.83772800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717572,68.44444444444444,110.150656,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717571,68.66666666666667,110.50828800000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717570,69.25,111.447072,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
764760,68.77777777777777,110.68710399999999,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
718089,68.625,110.44123200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769847,66.375,106.82020800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717608,69.125,111.24590400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767523,69.625,112.050576,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
716942,67.11111111111111,108.00486400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
718090,63.375,101.992176,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769867,66.375,106.82020800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717472,69.66666666666667,112.11763200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717473,68.5,110.240064,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
759591,67.22222222222223,108.18368000000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
764781,66.625,107.22254400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
765099,65.625,105.6132,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
762329,69.375,111.64824,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
716953,66.71428571428571,107.36623542857143,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
716951,68.625,110.44123200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767509,67.5,108.63072000000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
765182,68.66666666666667,110.50828800000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769358,65.33333333333333,105.14380799999999,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
772513,69.0,111.044736,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
716958,67.375,108.429552,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
718496,68.33333333333333,109.97184,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769346,69.11111111111111,111.22355200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773904,66.5,107.021376,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
718499,65.375,105.210864,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
764853,60.857142857142854,97.94007771428572,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
761003,69.75,112.251744,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717502,66.875,107.62488,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
759602,67.375,108.429552,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717504,68.625,110.44123200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
763995,69.85714285714286,112.42417371428573,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717508,67.0,107.82604800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
765265,63.44444444444444,102.103936,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773996,65.5,105.41203200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773995,66.875,107.62488,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717469,64.0,102.998016,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717468,66.88888888888889,107.647232,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
764106,60.75,97.76764800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717465,67.55555555555556,108.72012800000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
764794,67.44444444444444,108.541312,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717466,68.5,110.240064,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717461,68.66666666666667,110.50828800000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717460,69.14285714285714,111.2746422857143,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717463,69.25,111.447072,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717462,69.88888888888889,112.475264,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769345,66.55555555555556,107.11078400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
716943,65.0,104.60736,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
772669,70.0,112.65408000000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717582,69.125,111.24590400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717583,69.125,111.24590400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717580,69.22222222222223,111.40236800000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
716949,66.75,107.42371200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717587,69.11111111111111,111.22355200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
772178,66.75,107.42371200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717585,68.88888888888889,110.86592,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
716939,67.44444444444444,108.541312,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
768469,69.25,111.447072,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
764101,69.75,112.251744,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767554,65.59428571428569,105.5637701485714,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773975,68.25,109.83772800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
773974,62.0,99.779328,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717510,66.55555555555556,107.11078400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717513,66.71428571428571,107.36623542857143,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717825,69.0,111.044736,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767495,69.66666666666667,112.11763200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
767494,67.75,109.033056,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717821,68.0,109.43539200000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717823,68.375,110.03889600000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717458,67.125,108.02721600000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717459,69.0,111.044736,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769926,67.5,108.63072000000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
764858,68.11111111111111,109.61420800000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717450,68.22222222222223,109.79302400000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717452,67.25,108.228384,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717453,67.11111111111111,108.00486400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
759772,66.0,106.21670400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717456,69.57142857142857,111.96436114285714,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
771673,40.0,64.37376,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
772167,52.0,83.685888,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769372,69.55555555555556,111.93881600000002,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
774204,66.5,107.021376,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769806,68.125,109.63656,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717590,69.44444444444444,111.76,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717592,66.55555555555556,107.11078400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
717595,69.5,111.84940800000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
772168,66.625,107.22254400000001,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
718141,69.25,111.447072,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
769373,64.77777777777777,104.24972799999999,2012-03-01T00:00:00,2012-05-23T07:05:00,sensor_p95_training_only,REAL_HISTORICAL
