sensor_id,latitude,longitude,matched_u,matched_v,matched_key,distance_m,status
717573,34.15384,-118.325,20857688,26428271,0,0.58,MATCHED
717572,34.15351,-118.32751,1830204049,340145423,0,0.14,MATCHED
717571,34.15326,-118.35921,6853166455,1833669048,0,5.52,MATCHED
717570,34.15302,-118.35921,1340580299,1855249852,0,1.22,MATCHED
764760,34.13401,-118.35506,2351758627,2351758741,0,1.45,MATCHED
718089,34.12769,-118.27372,20820632,20820633,0,3.0,MATCHED
769847,34.20983,-118.22351,305421514,305416215,0,2.85,MATCHED
717608,34.17154,-118.38812,21703085,29570294,0,4.91,MATCHED
767523,34.11439,-118.24209,14697296,577421639,0,3.14,MATCHED
716942,34.0593,-118.21451,269459338,269459166,0,4.58,MATCHED
718090,34.14847,-118.27969,1884813438,1884813436,0,3.6,MATCHED
769867,34.21846,-118.23931,1931511081,322581612,0,2.64,MATCHED
717472,34.10045,-118.31601,1613371883,2425824150,0,0.04,MATCHED
717473,34.10054,-118.31581,1613580618,2354337200,0,2.54,MATCHED
759591,34.11521,-118.26825,38407085,20189449,0,2.48,MATCHED
764781,34.16037,-118.47012,269574181,6379965221,0,1.52,MATCHED
765099,34.16378,-118.47224,305532687,269577324,0,0.87,MATCHED
762329,34.13904,-118.22862,361524116,361523299,0,2.71,MATCHED
716953,34.09458,-118.24279,14995402,291676550,0,1.89,MATCHED
716951,34.08581,-118.23182,269596436,269596401,0,3.49,MATCHED
767509,34.11059,-118.24819,1619395035,9602171183,0,2.61,MATCHED
765182,34.06491,-118.25126,268644978,365786990,0,0.34,MATCHED
769358,34.15679,-118.42222,361120646,29409683,0,2.27,MATCHED
772513,34.06871,-118.23661,20399963,269444554,0,3.8,MATCHED
716958,34.11167,-118.26501,21478645,20820635,0,5.39,MATCHED
718496,34.15403,-118.34232,20659737,81952272,0,1.76,MATCHED
769346,34.15677,-118.40424,299534703,361119302,0,1.93,MATCHED
773904,34.15641,-118.30266,1956040650,1233732679,0,1.36,MATCHED
718499,34.15469,-118.31253,1233732718,529607866,0,0.73,MATCHED
764853,34.06461,-118.25102,857651200,1613371778,0,0.27,MATCHED
761003,34.15546,-118.30841,20857671,1956040650,0,0.68,MATCHED
717502,34.16521,-118.47484,702979635,702979641,0,0.97,MATCHED
759602,34.12199,-118.27178,21490199,20954460,0,0.9,MATCHED
717504,34.16519,-118.49166,1733962002,305706226,0,3.07,MATCHED
763995,34.21979,-118.40931,306526742,306526677,0,2.04,MATCHED
717508,34.17112,-118.51814,305705196,305705199,0,1.62,MATCHED
765265,34.18529,-118.47395,701899548,7118722407,0,1.15,MATCHED
773996,34.14511,-118.21587,300944078,363839552,0,3.57,MATCHED
773995,34.14483,-118.21587,361524115,17589348,0,3.8,MATCHED
717469,34.0971,-118.31366,408616057,18153986,0,3.15,MATCHED
717468,34.09699,-118.31381,2425824150,2354337157,0,3.08,MATCHED
764106,34.17169,-118.38801,166795424,18154007,0,4.62,MATCHED
717465,34.09373,-118.30907,21569368,408616057,0,2.07,MATCHED
764794,34.16028,-118.46808,269577317,305532687,0,2.21,MATCHED
717466,34.09359,-118.30918,2354337175,2354195323,0,1.79,MATCHED
717461,34.08558,-118.30174,1613487145,24960553,0,2.32,MATCHED
717460,34.08571,-118.30161,349437247,188888821,0,2.93,MATCHED
717463,34.09004,-118.3059,21569368,408616057,0,1.57,MATCHED
717462,34.08993,-118.30607,2354337175,2354195323,0,0.51,MATCHED
769345,34.15655,-118.40441,361119398,35361246,0,4.47,MATCHED
716943,34.05987,-118.21492,363477390,326712429,0,2.87,MATCHED
772669,34.07828,-118.22834,12418403367,13885935,0,1.23,MATCHED
717582,34.15646,-118.26092,1686590990,14089534238,0,3.63,MATCHED
717583,34.15627,-118.25506,383849340,553500027,0,0.49,MATCHED
717580,34.1562,-118.26359,383846660,383849340,0,0.32,MATCHED
716949,34.08406,-118.22974,269596060,269595908,0,0.61,MATCHED
717587,34.15402,-118.23893,553499971,1734644776,0,4.31,MATCHED
772178,34.16903,-118.49885,305705841,1733962002,0,3.36,MATCHED
717585,34.15564,-118.24188,1956040672,553499971,0,0.67,MATCHED
716939,34.04301,-118.21724,15068253,38504569,0,2.02,MATCHED
768469,34.13583,-118.35993,2351758741,2351758744,0,2.3,MATCHED
764101,34.16421,-118.38246,21703087,166914602,0,5.26,MATCHED
767554,34.11966,-118.23143,13596326445,1669532236,0,6.48,MATCHED
773975,34.14584,-118.22251,363839552,363840285,0,3.41,MATCHED
773974,34.14559,-118.22251,361523813,361523841,0,3.3,MATCHED
717510,34.17128,-118.51976,1733961944,305703287,0,2.08,MATCHED
717513,34.17339,-118.5368,295426306,295426636,0,1.52,MATCHED
717825,34.22164,-118.47307,122491482,362826332,0,3.18,MATCHED
767495,34.10377,-118.24992,318306214,295204143,0,1.69,MATCHED
767494,34.10377,-118.24962,6868355261,911820304,0,4.32,MATCHED
717821,34.20112,-118.47361,122520351,122525035,0,0.1,MATCHED
717823,34.20264,-118.47326,362706086,362708680,0,1.1,MATCHED
717458,34.08265,-118.29755,1613487145,24960553,0,2.67,MATCHED
717459,34.08294,-118.29729,349437247,188888821,0,4.71,MATCHED
769926,34.21356,-118.23113,305421106,1842042919,0,1.85,MATCHED
764858,34.1527,-118.3754,1969137119,361468272,0,2.05,MATCHED
717450,34.07488,-118.27362,1614923276,2354150984,0,2.84,MATCHED
717452,34.07502,-118.27356,191333242,2354212127,0,1.58,MATCHED
717453,34.07696,-118.28093,8074955045,2354195312,0,2.54,MATCHED
759772,34.17115,-118.30539,20930309,358218015,0,2.88,MATCHED
717456,34.08102,-118.29325,349446224,2353109811,0,2.13,MATCHED
771673,34.07787,-118.22871,12418403367,13885935,0,6.96,MATCHED
772167,34.16526,-118.47985,305706226,35361216,0,1.46,MATCHED
769372,34.1027,-118.3173,1613580618,2354337200,0,3.89,MATCHED
774204,34.15397,-118.34172,20659737,81952272,0,4.39,MATCHED
769806,34.19638,-118.18442,318269258,318024379,0,9.9,MATCHED
717590,34.14929,-118.23182,361523734,361523726,0,1.18,MATCHED
717592,34.14604,-118.2243,361523787,361523813,0,0.53,MATCHED
717595,34.14163,-118.1829,300944376,300944434,0,3.63,MATCHED
772168,34.16542,-118.47985,702979641,305706186,0,2.59,MATCHED
718141,34.15133,-118.37456,701954220,1969137119,0,7.49,MATCHED
769373,34.10262,-118.31747,1613371895,1613371883,0,4.52,MATCHED
